%Gaussian process regression with a Gaussian likelihood
%model: gpr, kernel: sum
%Optimization success: True in 22 iterations, b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH'
%.kernel.kernels[0].variance: 1.5741558752847657
%.kernel.kernels[0].lengthscales: 1.339882942824264
%.kernel.kernels[1].variance: 0.03068973887062306
%.likelihood.variance: 0.9492974458627557
%loglikelihood: -6594.480444843923
%RMSE:1.522
%Pearson_correlation_coefficient:0.750,P-value:0.000
%Spearman_correlation_coefficient:0.752,P-value:0.000
%%%%%%PREDICTIONS%%%%%
name,f_pred_mean,f_pred_var,y_true,BalabanJ,BertzCT,HallKierAlpha,MaxAbsEStateIndex,MaxAbsPartialCharge,MolLogP,NOCount,PEOE_VSA1,PEOE_VSA3,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,SMR_VSA7,as_flex_all,cc_A.HD_4,cc_N.N_4,lig_OA,vina_gauss2,vina_hydrogen,vina_repulsion
3dx2,0.1751,1.3029,0.3665,0.6715,-1.1372,1.7513,0.0027,-0.764,-1.2335,-0.6265,-0.0017,-0.8144,-0.9016,-1.214,-0.2661,-1.2618,-0.0743,3.3549,-0.7232,-0.1672,-0.8459,2.3833,1.0054
3e5a,1.1572,0.8947,1.7765,-0.9199,0.5964,-0.5848,0.2321,-1.2141,0.506,0.2493,-0.0402,0.3383,-0.9016,1.2112,0.6224,0.0493,0.2207,0.3019,0.7156,-0.9677,0.4577,-0.6061,0.1227
3e92,1.8480,0.8217,1.5465,-0.6803,0.0879,-0.4642,0.3974,-0.4129,1.1638,-0.6265,-0.6961,-0.8144,-0.4152,1.9687,0.7327,0.5772,-0.0206,-0.6375,-0.7232,-0.9677,0.2821,-0.011,-0.6785
3f3d,-0.6991,0.3705,0.7065,1.8317,-1.3523,1.5931,-0.6739,0.9259,-0.7221,-1.0644,-0.3347,-0.8144,-0.9016,-0.6948,-0.5133,-1.2618,-0.8519,-0.6375,-0.0038,-0.7009,-1.2808,0.3796,-0.5626
3fur,0.7399,1.1028,1.5465,-0.8456,0.2431,0.0859,0.3371,-0.0691,2.156,-0.6265,-1.0024,0.159,1.6957,0.6333,-0.7813,1.4478,-0.0206,-0.1678,-0.0038,-0.434,0.4479,-0.8531,-0.8211
3fv2,1.4671,0.4257,1.6565,-0.0246,-0.7517,0.8093,-0.0852,0.9596,-1.9437,0.2493,1.4818,-0.8144,-0.9016,-1.214,-0.4043,-1.2618,0.6497,1.0064,-0.7232,0.9002,0.016,2.3163,0.3229
3g31,-2.7054,1.1593,-3.5635,-0.4586,-0.8372,0.7114,0.2482,0.9694,-0.3968,-0.6265,-0.6854,-0.8144,-0.9016,0.4351,-0.424,-1.2618,-2.0586,-0.6375,-0.7232,-0.1672,-1.6096,-1.276,-1.1232
3gc5,0.2099,1.1056,0.8065,-0.313,-0.3047,-0.208,0.163,-0.9765,-0.3808,0.0304,0.0401,0.3383,-0.9016,-0.9501,-0.041,-0.5754,0.9447,-0.6375,-0.7232,-0.9677,-0.2276,1.2318,0.3388
3gr2,-2.2644,1.0175,-3.9335,-0.3254,-1.0311,0.4099,-0.0016,-2.0401,-0.1526,-0.1886,-1.2932,-0.2256,-0.4206,-0.181,-0.413,-1.2618,-1.3882,-0.6375,0.7156,-0.9677,-1.3447,-0.9626,-0.811
3gv9,-2.7479,0.2301,-4.3335,0.0869,-1.2296,0.734,-0.4967,0.9254,-0.1152,-0.8454,-0.3595,-0.8144,-0.9016,-0.7162,-0.7545,-0.7531,-1.3078,-0.6375,-0.7232,-0.434,-1.2744,-0.2935,-0.579
3jvr,-0.0874,0.9940,-0.7335,-0.6586,-0.3266,0.0708,0.1017,-0.2265,1.459,-0.6265,-0.6969,0.3163,0.5187,0.4048,-0.8107,0.5563,-0.5838,0.5367,-0.7232,-0.7009,-0.907,-0.6809,-0.9553
3jya,-0.9184,0.6155,0.4365,-0.3208,-0.7799,0.9299,-0.2346,-1.6018,0.9245,-1.0644,-0.9877,-0.2381,0.0323,-0.6862,-1.0234,-0.0495,-1.4687,-0.1678,-0.0038,-0.9677,-0.8054,-1.276,-1.2312
3kr8,0.7229,0.6331,1.6465,-0.4643,-0.5455,0.4325,0.2777,-0.4686,0.8631,-1.0644,-0.9877,-0.2381,-0.4152,-0.1587,-0.0752,0.343,0.1939,-0.1678,-0.0038,-0.9677,0.1774,-0.4107,-0.6638
3n76,-0.1431,0.7452,0.3965,-0.1416,-0.4907,0.1386,-0.2317,0.9558,-0.3972,-0.4075,0.5462,-0.8144,0.0716,0.0858,-0.8437,0.4242,0.4889,-0.1678,-0.7232,0.3665,0.3848,1.2031,0.2829
3nq9,-1.0825,0.6992,-2.4235,2.2077,-1.2091,1.3594,-0.7244,0.9943,0.2012,-1.2833,-0.6854,-0.8144,0.4002,-0.6573,-0.0041,-1.2618,-1.9245,-0.6375,-0.7232,-0.7009,-1.7021,-1.276,-1.1106
3nx7,0.8286,0.3512,1.6465,0.6434,-0.6345,0.4928,0.3753,0.4124,-0.3883,0.0304,-0.6888,0.7919,-0.9016,-0.1584,-0.8377,-0.5064,-0.3961,-0.1678,-0.7232,0.3665,-0.2426,0.3122,-0.0874
3o9i,4.1069,0.3937,5.3665,-0.7208,1.4552,-0.208,1.2993,-0.1704,1.152,0.4683,0.2187,1.2898,1.379,0.6348,0.6649,0.5945,1.1861,-0.6375,-0.7232,0.6333,1.7149,0.418,0.0068
3oe4,0.2343,1.4624,1.0165,-0.8173,0.2916,-1.361,0.3551,0.492,-0.2134,1.3441,0.578,0.9146,-0.4144,-1.214,-0.6786,0.5713,1.5883,-0.6375,1.4351,0.3665,0.961,1.5214,1.0781
3ozs,-0.2765,1.3333,-1.1235,-0.5807,0.0681,-1.0219,0.3858,0.492,0.118,0.9062,0.8583,-0.2381,-0.4144,-1.214,-0.381,0.5522,1.5615,-0.6375,-0.0038,0.3665,0.9781,1.3575,0.6117
3p5o,0.9415,0.2378,0.8065,-0.5432,0.292,-0.6451,0.4734,0.4121,0.9897,-0.1886,-0.6765,-0.8144,0.0517,0.704,0.4694,0.9291,-0.3424,-0.4026,-0.7232,-0.7009,0.0469,-1.0586,-0.842
3prs,2.5424,0.3943,1.3665,-0.4995,2.0134,-1.5042,1.4142,-0.1651,1.6827,0.6872,0.5898,0.8708,2.6335,0.3644,1.703,1.9934,0.8911,-0.6375,-0.7232,0.0996,1.8721,0.5604,0.2207
3pyy,0.8905,0.5289,0.4065,-0.6347,-0.1855,-0.8636,0.711,-1.4926,0.6517,-0.4075,-0.9673,0.7891,-0.172,0.3694,-0.4491,0.9866,-0.3692,-0.4026,-0.0038,-0.7009,-0.2196,-0.9274,-0.6752
3qgy,1.1058,1.2473,1.3465,-0.8234,0.2724,-0.9164,0.5116,-0.9521,0.5724,0.0304,-0.3405,0.9156,-0.9016,1.2048,1.9456,0.4165,0.0598,0.5367,1.4351,-0.7009,0.4082,-0.8716,0.2582
3qqs,-1.5900,0.5231,-0.6335,-0.1115,-0.7728,-0.3663,-0.4499,0.935,-0.0883,-0.6265,0.2483,-0.8144,0.5576,-0.6862,-0.1984,0.5969,-0.5838,-0.6375,-0.0038,-0.1672,-0.4324,-0.0858,-0.3364
3r88,-1.7709,0.4632,-1.6335,0.4364,-1.0838,0.3195,-0.5656,0.935,-0.2447,-0.6265,0.2473,-0.8144,-0.9016,-0.9501,-0.4494,-0.7102,-1.1469,-0.6375,-0.0038,-0.1672,-1.0984,-0.812,-1.0038
3rlr,1.1781,0.3648,1.0665,-0.3677,-0.3228,0.0331,-1.1533,0.3951,1.2278,-0.6265,-0.6969,0.3383,0.0323,-0.0877,-0.3439,-0.0362,-0.0475,-0.6375,-0.0038,-0.9677,-0.0111,-0.9584,-0.6123
3rr4,-0.5010,0.8886,-1.9035,-0.4802,-0.5014,-0.1779,0.0322,-1.09,0.1353,-0.1886,-0.3358,0.3383,-0.9016,-0.6862,-0.214,-0.5605,0.757,-0.1678,-0.7232,-0.9677,-0.4592,0.5044,0.4155
3rsx,-0.6319,0.8514,-2.0435,-0.4414,-0.6689,0.3496,-1.7258,-0.8197,0.9556,-1.2833,-0.9421,-0.2381,-0.6584,1.0593,-1.0234,0.2062,-1.1201,-0.6375,-0.7232,-1.2346,-1.021,-0.5706,-0.9325
3ryj,1.1106,0.5240,1.3465,0.3583,-0.8721,0.5456,0.0504,-0.5844,0.0562,-0.6265,-0.9673,0.7517,-0.9016,-0.1584,-1.0149,-0.3325,-0.5033,1.0064,0.7156,-0.434,-0.631,-0.5056,-0.4902
3syr,1.2904,1.2046,-1.3535,0.0014,-0.6613,0.5606,0.7052,-0.712,-1.1694,0.2493,0.252,-0.26,-0.9016,-1.214,-1.2831,-0.2357,0.462,0.0671,1.4351,0.6333,-0.0866,1.6376,0.1055
3tsk,1.2937,0.5928,0.7165,-0.4856,0.9883,-1.6398,0.7371,0.9943,0.2531,0.4683,0.6687,-0.8144,1.2872,1.3691,0.6472,0.9682,0.5961,-0.6375,-0.7232,0.3665,1.0898,-0.5635,0.4255
3twp,-1.6726,0.2270,-2.5335,0.3302,-1.3095,0.6209,-0.7986,0.9343,-0.212,-1.0644,-0.3718,-0.8144,-0.4152,-0.6862,-1.0149,-0.3325,-1.7636,-0.6375,-0.7232,-0.434,-1.481,-0.9218,-1.1273
3u5j,-0.6771,0.6237,-0.8435,-0.5896,-0.2958,-0.095,-1.6484,-1.9389,0.9663,-0.8454,-1.2932,-0.8144,0.7813,-0.1231,-0.3063,1.118,-1.0396,-0.6375,-0.7232,-1.2346,-0.5686,-1.276,-1.0295
3u8k,0.2285,0.5384,2.2065,-0.0997,-0.7221,0.7867,-1.7598,0.3625,-0.0585,-0.8454,-0.3761,-0.8144,-0.9016,-0.9148,0.0912,-0.6871,-0.691,0.0671,-0.7232,-0.9677,-0.6353,-0.7116,-0.7462
3u8n,0.8625,0.9386,3.7165,-0.0997,-0.7163,1.1484,-1.7269,0.3491,0.1764,-0.8454,-0.3761,-0.2381,-0.9016,-0.219,0.0912,-0.7361,-0.2352,0.5367,0.7156,-0.9677,-0.4304,-0.718,-0.2451
3uev,-0.6365,0.2474,-0.5635,2.8261,-0.6686,1.3594,-0.5753,0.9943,0.9223,-1.2833,-0.6854,-0.8144,1.9392,-0.6573,0.7888,-1.2618,-1.5223,-0.6375,-0.7232,-0.7009,-1.0884,-1.276,-1.0545
3uew,-0.2153,0.2271,-0.1435,2.9511,-0.4772,1.3594,-0.5476,0.9943,1.1627,-1.2833,-0.6854,-0.8144,2.4522,-0.6573,1.0531,-1.2618,-1.5223,-0.6375,-0.7232,-0.7009,-1.0024,-1.0225,-1.1223
3ui7,0.5818,0.4933,2.5465,-0.4787,0.0403,0.116,-1.3865,0.412,0.2181,-0.4075,-0.4113,-0.2381,-0.9016,0.1553,-0.0843,-0.3583,-0.8519,-0.4026,-0.0038,-0.7009,-0.3768,-0.9729,-0.786
3up2,0.4526,0.7170,0.9465,-0.6006,-0.1923,-1.1199,0.2244,1.2394,0.8572,-0.1886,0.2573,-0.2381,0.0712,0.3485,-0.7113,0.8048,0.6497,-0.1678,0.7156,-0.434,0.245,-0.3915,-0.0101
3uuo,-0.4796,0.8391,1.5065,-0.4704,-0.0345,-0.0046,-1.5443,0.412,0.2083,-0.4075,-0.3761,-0.2381,-0.9016,0.1553,-0.6269,-0.5322,-1.2273,-0.6375,0.7156,-0.9677,-0.6058,-1.1185,-1.1082
3wtj,1.0705,0.4309,0.0765,-0.2836,-0.9282,0.8169,-1.5697,-1.2375,0.5167,-0.8454,-0.9924,-0.2381,0.2819,-0.7071,0.048,-0.3562,-0.4765,-0.6375,1.4351,-1.2346,-0.5992,-1.276,-0.6321
3wz8,0.6792,1.1400,-0.6335,-0.7751,0.6214,-1.1802,0.752,-0.8105,1.6459,-0.6265,-0.3154,-0.8144,2.26,-0.2002,0.7154,2.0864,0.8643,-0.6375,-0.7232,-0.7009,0.6647,-0.384,-0.3605
3zdg,-1.7350,1.1436,0.6465,2.6155,-1.0094,1.1786,-0.1258,-0.1061,-0.2576,-0.8454,-0.4013,-0.26,-0.9016,-0.9148,0.4236,-1.2618,-0.9056,-0.6375,-0.7232,-0.7009,-0.9789,-1.0197,-0.696
3zt2,-1.8853,0.3300,-3.6135,-0.6729,-0.3456,-0.5622,0.2016,0.9341,0.3084,-0.6265,-0.1039,-0.8144,0.3144,0.0432,-0.575,0.567,-0.5301,-0.6375,-0.7232,0.0996,-0.3095,-0.1875,-0.737
4abg,-1.2647,0.5765,-2.8835,-0.0181,-0.6914,0.96,-1.7385,-1.0753,-0.5178,-1.0644,-0.3414,-0.8144,-0.4152,-0.6862,-0.7407,-0.3325,-1.0664,-0.6375,-0.7232,-1.2346,-1.0848,-0.3823,-0.7411
4agn,-1.0424,0.9351,-2.4835,0.1505,-0.0881,1.1484,-1.421,0.5165,-0.1945,-0.8454,-0.0653,-0.8144,-0.425,0.899,0.2603,-0.4247,-0.3692,-0.6375,-0.7232,-0.7009,-0.4368,-0.9826,-0.3629
4agp,-1.0652,0.9211,-1.7635,-0.4102,0.4584,0.4401,-1.3671,0.5165,0.4484,-0.8454,-0.0881,-0.8144,0.3046,1.4268,0.2603,0.5196,-0.4497,-0.6375,-0.7232,-0.7009,-0.2537,-1.276,-0.8442
4agq,-0.6825,1.0023,-1.4435,-0.3952,0.4941,0.4401,-1.3609,0.5165,0.4586,-0.8454,-0.0529,-0.8144,0.3046,1.4268,0.5345,0.5196,-0.1547,-0.6375,-0.7232,-0.9677,-0.1817,-1.1542,-0.8089
4bkt,-1.8699,0.6970,-2.8335,-0.2179,-0.6643,0.3346,0.3287,-0.738,-0.3729,-0.1886,-0.0752,-0.8144,-0.694,-0.9148,0.6257,-0.7149,-0.7447,0.0671,-0.7232,-0.434,-1.0332,-0.4197,-0.7059
4cig,-1.3539,0.4939,-2.7835,-0.5889,1.0328,-1.5268,0.8945,0.9342,0.592,-0.1886,0.5225,-0.8144,1.044,0.819,0.1029,2.0629,0.0062,-0.6375,-0.7232,0.0996,0.1593,0.1037,-0.5594
4ciw,-0.1661,0.6453,-1.6335,0.7302,-1.0534,1.0429,-0.3641,0.9558,-1.0913,-0.4075,0.569,-0.8144,-0.9016,-0.428,-0.3954,-0.8985,-0.1547,1.2413,-0.7232,0.3665,-0.5322,1.5267,0.0164
4cr9,-1.6701,0.5733,-2.3535,-0.0101,-0.9201,0.425,-1.8574,-0.656,0.3894,-1.0644,-0.591,-0.2381,-0.9016,0.3838,-0.551,-0.3325,-0.6642,-0.6375,0.7156,-1.2346,-1.033,-1.0385,-1.0841
4cra,1.7870,0.6959,0.7665,-0.8545,1.1813,-2.1447,0.9224,0.5244,0.7942,0.2493,0.3289,-0.2381,0.8008,0.8554,0.5483,2.2276,0.9715,-0.1678,0.7156,-0.1672,0.99,0.1395,-0.1011
4crc,1.7753,1.2313,2.2665,-0.9182,0.9298,-2.1824,0.8159,-1.2913,0.7491,0.9062,-0.6413,-0.8144,0.7813,1.8237,0.5007,1.8956,1.7492,-0.6375,-0.0038,-0.7009,1.1449,-0.1584,0.0982
4ddh,-2.2145,0.4075,-3.1535,-0.1938,-0.8977,0.2743,-0.6367,0.9903,0.0894,-0.8454,-0.1235,-0.8144,-0.9016,-0.6862,0.2632,-0.3263,-0.7178,-0.6375,-0.7232,-0.434,-0.6045,-0.5329,-0.6644
4ddk,-2.5658,0.2703,-4.1635,-0.3002,-1.2119,0.4702,-0.742,0.9359,-0.2049,-0.8454,-0.1039,-0.8144,-0.9016,-0.4223,-1.0149,-0.5213,-1.0933,-0.6375,-0.7232,-0.1672,-0.8898,-0.99,-0.7136
4de3,-0.4550,0.7468,-0.9335,-0.6236,-0.5078,-0.1553,0.1705,-1.4921,0.7511,-0.4075,-0.9673,-0.8144,0.4692,0.3332,-0.2569,0.5628,-0.1011,-0.6375,-0.0038,-0.9677,-0.3841,0.5243,-0.1886
4dld,-0.6534,0.5878,-0.6335,0.8676,-0.6859,0.1085,-0.3929,0.9942,-0.8042,0.0304,0.2731,-0.8144,-0.4347,0.0925,-0.0003,-0.0632,0.6229,0.5367,-0.0038,-0.1672,-0.0925,1.3303,0.7875
4dli,-0.1146,0.4430,-0.8335,-0.6627,-0.2785,-0.2156,-1.6787,-0.6565,0.9272,-0.8454,-0.6162,0.3383,0.3144,0.1344,0.0734,0.2491,-0.2888,-0.1678,-0.0038,-1.2346,-0.2227,-1.0513,-0.647
4e5w,1.5106,0.8356,1.2065,-0.8227,0.4788,-0.0573,0.9685,-1.203,0.3352,-0.1886,-0.1062,0.3383,-0.9016,0.2051,1.9945,-0.49,0.2743,-0.6375,-0.0038,-0.9677,0.5348,-0.775,-0.5934
4e6q,0.1904,0.8895,1.9065,-0.8131,0.2539,-0.2457,-1.328,-1.2095,0.5819,-0.6265,-0.407,0.3383,0.3144,-0.9501,0.7112,0.6282,-0.9324,-0.6375,-0.0038,-1.2346,0.1233,-0.9978,-0.6661
4ea2,1.0165,1.4442,-0.0135,-0.4134,0.18,1.3067,-1.3181,-1.2275,0.6738,-1.2833,-0.6422,-0.8144,-0.2094,2.4113,1.0693,-0.5351,-1.2005,1.0064,-0.7232,-1.2346,0.1174,-1.1366,-1.0909
4eky,1.1065,1.2883,-2.9335,-0.0014,-0.2429,0.2818,0.2375,-0.712,-0.8575,0.2493,0.252,-0.26,-0.1492,-0.9357,-0.2157,-0.2437,1.0788,0.0671,1.4351,0.6333,0.4277,1.684,1.0201
4eo8,0.1758,0.7807,1.6965,0.1897,0.0471,0.3722,0.9473,0.9253,0.3957,-0.6265,-0.6854,-0.236,-0.1492,1.3184,0.7158,-0.7681,-0.986,-0.6375,-0.7232,-0.434,-0.3797,-0.5389,-0.7217
4eor,1.3557,0.5253,-0.1535,-0.79,0.2439,-0.2909,-0.0599,0.1825,0.6961,0.2493,-0.371,1.328,-0.1321,0.6557,-0.282,-0.3093,-0.2083,0.0671,-0.0038,-0.434,0.225,-0.458,-0.7259
4f09,0.6917,0.4126,0.2465,-0.5319,-0.2931,0.3421,-1.4281,-1.229,0.2081,-0.6265,-0.3818,0.3383,-0.9016,-0.6509,0.6412,-0.505,-0.9056,-0.6375,-0.0038,-1.2346,-0.4519,-1.0368,-0.9078
4f2w,3.0381,0.2043,4.8465,-0.4421,-0.3795,0.7716,-1.5048,-0.787,-0.359,-0.4075,-0.0226,0.3383,-0.9016,-0.9439,-0.0299,-0.698,-0.0475,0.3019,1.4351,-0.9677,-0.093,-0.2768,-0.4677
4f3c,3.9357,0.3832,5.3665,-0.4925,-0.0801,0.7716,-1.4459,-0.787,0.0016,-0.4075,-0.0226,0.3383,-0.3693,-0.6865,0.3666,-0.698,0.462,0.7716,1.4351,-0.9677,0.1633,-0.1871,-0.2033
4f9w,0.5572,0.6010,0.4865,-0.5849,0.0728,-0.7054,-1.5208,-1.0643,1.2265,-0.8454,-0.9924,-0.8144,0.5576,0.5551,0.9175,1.0127,-0.2888,-0.6375,1.4351,-1.2346,-0.0201,-1.276,-0.716
4gfm,-0.4769,0.4153,0.7665,-0.3447,-0.8475,0.5154,0.0286,-1.4587,0.6669,-0.8454,-0.9673,-0.2371,0.2755,-0.4219,-0.5779,0.1599,-0.262,-0.6375,-0.7232,-0.7009,-0.4049,-1.0803,-0.7393
4gkm,-1.9990,0.5090,-1.2835,-0.0804,-0.5996,-0.3663,-0.3561,0.935,0.0067,-0.6265,0.2483,-0.8144,0.2951,-0.1231,-0.0001,0.5819,-0.6374,-0.6375,-0.0038,-0.1672,-0.4917,0.0521,-0.1869
4gr0,2.0967,1.1601,3.0965,-0.6574,1.3896,-1.1952,0.984,-0.9917,1.4383,0.4683,-0.0125,-0.8144,1.8732,1.4539,0.7682,1.6703,1.776,-0.6375,-0.7232,0.0996,1.8231,-0.0606,0.9141
4hge,1.4999,0.6857,1.4665,-0.7734,-0.0871,-0.6451,0.3647,-1.6632,0.8273,-0.1886,-0.9673,0.8255,-0.1915,0.1408,0.0437,0.9591,-0.4497,-0.6375,-0.7232,-0.9677,0.2225,-1.0387,-0.7724
4ih5,-1.0003,0.8211,-2.3435,-0.6498,-0.692,-0.2231,-1.8274,-1.7356,0.4154,-0.4075,-1.2932,0.3383,-0.172,-0.6862,-0.9855,0.0725,-0.9592,0.3019,-0.0038,-1.2346,-0.601,-0.9647,-0.647
4ih7,-0.7213,0.6478,-1.2135,0.0575,-0.6443,0.4777,0.0293,-2.0416,0.8599,-1.2833,-1.2932,-0.2371,1.1421,-0.2272,-0.3239,0.2198,-0.8787,-0.6375,-0.7232,-0.9677,-0.7217,-1.0097,-1.054
4ivb,1.6671,0.3982,2.2665,-0.4918,-0.067,-0.0422,-1.189,-0.8003,0.8556,-0.4075,-0.3937,0.3383,-0.9016,0.4625,0.6413,-0.505,-0.3424,-0.6375,-0.0038,-0.9677,0.0754,-0.7294,-0.7984
4ivc,1.5364,0.4701,3.5465,-0.4971,0.0353,-0.0422,-1.2703,-0.8003,0.9758,-0.4075,-0.3937,0.3383,-0.9016,0.7199,0.7966,-0.505,-0.2083,-0.6375,0.7156,-0.9677,0.1659,-0.791,-0.5857
4ivd,1.4823,1.1768,3.0665,-0.5106,0.1383,-0.0422,-1.2778,-0.8003,1.096,-0.4075,-0.3937,0.3383,-0.9016,0.9983,0.9287,-0.505,-0.1815,-0.6375,2.1545,-0.9677,0.2716,-0.755,-0.5342
4j21,1.4186,0.6845,0.9565,-0.3491,-0.3575,0.0557,-0.0578,-0.6563,1.0153,-1.0644,-0.6366,-0.8144,0.2949,0.3629,0.2744,0.7148,0.033,0.5367,-0.0038,-0.9677,-0.0507,-0.5106,-0.7623
4j28,0.3299,1.3355,-0.7535,-0.4029,-0.5767,0.6812,-1.5473,-0.8171,-0.3551,-0.6265,-0.0349,-0.2381,-0.4152,-0.387,-1.0848,-0.3243,-0.5838,3.1201,0.7156,-0.7009,-0.9925,0.0375,-0.3676
4j3l,1.4891,0.3838,1.3465,-0.528,0.0673,-0.2231,0.2474,-0.8287,0.9518,-0.6265,-0.371,-0.8144,0.2949,0.3629,1.163,0.8887,0.3816,-0.1678,-0.0038,-0.434,0.3305,-0.3983,-0.4564
4jfs,-0.7538,0.7990,-1.1835,0.0875,-0.6725,0.9299,-1.4648,0.4124,-0.3293,-0.8454,-0.0749,-0.8144,-0.9016,0.1408,-0.8166,-0.3325,-0.8519,1.4761,-0.7232,-0.434,-0.8535,0.0617,-0.5123
4jia,1.0051,1.1130,2.7665,-0.9226,0.6431,-0.939,-1.5346,0.4124,0.4494,-0.1886,-0.0753,-0.2389,-0.7198,1.6477,-0.1753,0.8157,-0.1815,0.5367,-0.0038,-0.9677,0.2106,-0.9932,-1.0278
4jsz,-1.1821,0.6779,-4.1535,0.3968,-1.1979,1.1032,-0.4353,-2.412,-0.0338,-1.0644,-1.2932,0.7517,-0.172,-0.6862,-1.2831,-0.3175,-1.4955,0.0671,-0.0038,-0.7009,-1.5088,-1.1017,-1.0964
4jxs,-0.8791,0.8978,-1.7135,-0.2525,-0.5306,0.0783,0.1017,0.9359,-0.4591,-0.1886,-0.0776,0.7043,0.0712,-0.2302,-0.8377,0.3502,-0.3156,-0.6375,-0.7232,0.3665,-0.4528,0.9444,0.4483
4k18,1.2562,0.9232,2.5065,-0.7681,0.1501,-1.4439,0.6215,0.3729,0.8765,-0.1886,-0.6537,0.2696,-0.4152,0.6124,-0.2783,1.5124,-0.2888,0.5367,0.7156,-0.7009,0.408,-1.276,-0.6359
4k77,-0.6543,0.3449,0.1765,-0.4567,-0.502,0.3195,-0.0576,-1.0045,0.4988,-0.6265,-0.6617,0.3383,-0.1321,-0.3934,0.225,-0.3594,-0.7447,-0.6375,-0.7232,-0.9677,-0.4033,-0.775,-0.6321
4kz6,-0.5385,0.5721,-3.3535,0.7042,-0.9531,1.2238,0.1854,0.9694,-0.1904,-0.8454,-0.3846,-0.8144,-0.9016,0.1694,0.1733,-1.2618,-1.3882,-0.1678,-0.7232,-0.434,-1.0248,-0.1219,-0.5985
4kzq,0.1350,0.4066,-0.3535,-0.4268,-0.5397,-0.1628,0.0349,0.5344,0.8386,-1.0644,-0.7085,-0.8144,-0.4152,0.3694,-0.7236,0.7575,-0.1547,-0.4026,-0.7232,-0.7009,-0.199,-0.8184,-0.84
4kzu,0.6257,0.6295,0.0465,-0.4104,-0.5547,0.3496,0.0305,-0.0337,1.1642,-1.2833,-1.0221,-0.8144,0.7124,-0.1584,-0.508,0.8973,-0.1011,-0.6375,-0.7232,-0.9677,-0.1824,-0.7919,-0.8063
4llx,-3.1272,0.6978,-3.5635,0.2599,-1.3276,0.9148,-2.0758,-0.993,0.0714,-1.0644,-0.9421,0.3383,-0.9016,-0.3516,-0.3376,-0.717,-1.4419,-0.1678,0.7156,-1.2346,-1.5313,-1.084,-1.1096
4lzs,-1.9966,0.6897,-1.6535,0.747,-0.8497,0.5682,0.0411,-1.1449,0.3093,-0.8454,-0.6617,-0.8144,-0.6258,-0.0942,0.521,-0.5581,-0.9592,-0.6375,-0.7232,-0.7009,-0.9358,-0.6868,-0.9178
4m0y,0.5124,0.9884,0.0065,-0.4186,-0.3265,-0.7657,-0.0613,-1.0328,0.3609,-0.1886,-0.265,0.2814,0.5576,-0.7149,-1.0234,0.4312,-0.6642,0.7716,-0.0038,-0.7009,-0.5299,-0.2585,-0.5734
4m0z,0.0903,0.4542,-1.2635,-0.4036,-0.2028,-0.9164,-0.0182,0.4122,0.3635,0.0304,0.0257,0.2814,-0.172,-0.1871,-1.0234,0.2423,0.328,0.7716,0.7156,-0.434,0.2296,0.3527,-0.0562
4mgd,0.5619,0.9443,-1.7635,-0.0236,-0.8372,0.9374,-1.5107,0.5344,1.2805,-1.2833,-0.666,-0.8144,1.472,0.3276,-1.217,0.5969,-1.6028,-0.6375,-0.7232,-0.7009,-0.3955,-0.5453,-0.862
4mme,-0.0314,0.6787,0.0465,-0.5553,-0.4277,0.3722,-1.6727,-1.2346,0.4515,-1.0644,-0.9796,-0.2853,0.7813,-0.4223,-0.5046,0.9278,-0.5838,-0.1678,-0.0038,-0.9677,-0.0998,-0.6643,-0.4034
4ogj,1.2111,1.1610,0.3365,-0.7847,1.0835,-0.6602,0.6619,0.3139,0.9128,0.2493,-0.0502,1.2806,-0.6584,1.8303,1.7697,0.616,-0.557,-0.1678,0.7156,-0.434,-0.0594,-0.9491,-0.8152
4owm,-1.7592,0.5689,-3.4935,0.3707,-1.2755,0.5682,0.3422,0.935,-0.2072,-1.0644,-0.3343,-0.3067,-0.4152,-0.9501,-1.0149,-0.3395,-1.6564,-0.6375,-0.0038,-0.7009,-1.4823,-1.0874,-1.1362
4pcs,-0.1573,0.8826,1.3965,-0.1429,-0.7429,0.749,-1.6839,-0.8174,-0.4159,-1.0644,-0.3405,-0.8144,0.0663,-0.1284,-0.8166,-0.1436,-0.9324,1.711,-0.7232,-0.7009,-1.064,0.2904,-0.6387
4qac,0.5140,0.8533,2.9465,-0.4266,-0.3098,0.0181,0.3961,-0.4686,1.0898,-0.8454,-0.6413,-0.2381,-0.1394,0.1279,0.6957,-0.1436,-0.0743,0.7716,-0.7232,-1.2346,0.0897,-0.7219,-0.5266
4qd6,0.1767,0.9697,2.1865,-0.824,0.9007,-1.0219,0.8118,-0.7168,1.3309,0.0304,-0.3277,0.7353,1.044,0.934,0.1182,1.1934,-0.262,0.0671,0.7156,-0.434,-0.4158,-0.6245,-0.24
4rfm,0.9361,1.1242,3.5965,-0.9918,0.9512,-0.5622,1.3215,-1.536,1.0295,0.0304,-0.9673,1.1744,0.8467,-0.136,1.2584,0.7721,-0.0206,0.5367,-0.0038,-0.434,0.6255,-0.6758,-0.5455
